objID,plate,mjd,fiberID,class,subClass,redshift,redshiftError,velocityDispersion,velocityDispersionError,spectrum_fits_url
1.20764E+19,10726,58199,21,QSO,BROADLINE,1.504734,0.000789855,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10726/spec-10726-58199-0021.fits
1.20764E+19,10726,58199,22,QSO,BROADLINE,0.7597199,0.000197275,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10726/spec-10726-58199-0022.fits
1.20764E+19,10726,58199,24,QSO,BROADLINE,0.9943416,0.000491286,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10726/spec-10726-58199-0024.fits
1.20764E+19,10726,58199,28,QSO,BROADLINE,1.06057,0.000345206,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10726/spec-10726-58199-0028.fits
1.20764E+19,10726,58199,29,QSO,BROADLINE,1.691469,0.000566457,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10726/spec-10726-58199-0029.fits
1.20764E+19,10726,58199,30,QSO,BROADLINE,0.7379645,0.000280206,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10726/spec-10726-58199-0030.fits
1.20764E+19,10726,58199,34,QSO,,1.232556,0.000512854,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10726/spec-10726-58199-0034.fits
1.20764E+19,10726,58199,38,QSO,,1.298941,0.000860464,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10726/spec-10726-58199-0038.fits
1.20764E+19,10726,58199,40,QSO,BROADLINE,1.876811,0.000435792,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10726/spec-10726-58199-0040.fits
1.20764E+19,10726,58199,41,QSO,BROADLINE,0.7420214,0.000170082,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10726/spec-10726-58199-0041.fits
1.20764E+19,10726,58199,42,QSO,BROADLINE,1.128386,0.000419169,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10726/spec-10726-58199-0042.fits
1.20764E+19,10726,58199,48,QSO,BROADLINE,1.739688,0.000584278,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10726/spec-10726-58199-0048.fits
1.20764E+19,10726,58199,52,QSO,,1.251183,0.000636191,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10726/spec-10726-58199-0052.fits
